id,title,authors,pub_date,venue,volume,issue,page,type,publisher,editor
tmp:gesis-ssoar-92187_ref-43_block-1375542,"Der Bundesminister für das Post-und Fernmeldewesen, Gutachten der Sachverständigen","Vgl, ",,Kommission,,,80,journal article,,
tmp:gesis-ssoar-92187_ref-44_block-1804488,"betrugen die Investitionskosten je Hauptanschluss 3060 DM, bis 1963 stieg dieser Wert auf 4630 DM","Jahr, Im",1959,Vgl. ebenda,,,78,journal article,,
tmp:gesis-ssoar-92187_ref-45_block-1719016,,,,Geschichte der deutschen Post 1945-1979,,,397,book chapter,,"Steinmetz/Elias, Vgl"
sowiport:wzb-bib-96928,Telekommunikation in der Bundesrepublik,"Werle, Vgl",,,,,105-106,,,
tmp:gesis-ssoar-92187_ref-47_block-1719017,,,,Geschichte der deutschen Post 1945-1979,,,397,book chapter,,"Steinmetz/Elias, Vgl"
tmp:gesis-ssoar-92187_ref-48_block-1159645,"§ 8 des Gesetzes über Fernmeldeanlagen von 1927.: »Sind an einem Ort Fernmeldeanlagen für den Ortsverkehr, sei es von der Deutschen Bundespost, sei es von der Gemeindeverwaltung oder von einem anderen Unternehmer, zur Benutzung gegen Entgelt errichtet, so kann jeder Eigentümer",,,,,,,,,
tmp:gesis-ssoar-92187_ref-49_block-1496070,Über Gebühr,"Telephongebühren, Vgl",,"DER SPIEGEL 44/1964 S. 32; Werle, Telekommunikation in der Bundesrepublik",,,138-141,book chapter,,
tmp:gesis-ssoar-92187_ref-50_block-1804489,146. Die gesamte »Kostenunterdeckung« dieses Dienstleistungszweiges belief sich 1964 auf 330 Millionen DM,"Post-und Fernmeldewesen, Vgl; Sachverständigen- Kommission, S",,Vgl. ebenda,,,29,journal article,,
tmp:gesis-ssoar-92187_ref-51_block-951802,,"ebenda, Vgl",,,,,15,,,
sowiport:wzb-bib-96928,Telekommunikation in der Bundesrepublik,"Werle, Vgl",,,,,128,,,
tmp:gesis-ssoar-92187_ref-53_block-1804490,"Von den 12 Milliarden DM Umsatz entfielen 7 Milliarden auf Personalkosten. 2,9 Milliarden DM zahlte die Post für die Tilgung und die Zinsen der Kredite",,,"Vgl. Briefträger und Satelliten. Wolfgang Müller-Haeseler und Kurt Simon sprachen mit Werner Dollinger, in: DIE ZEIT 28/1968",,,,book chapter,,
doi:10.1007/978-3-658-02774-2_42,"Ab 1961 fiel sie in die Verlustzone und machte einen Verlust von 142,5 Millionen DM, 1962 382 Millionen DM und 1963 250,1 Millionen DM","Millionen, D M",,Geschichte der deutschen Post 1945-1979,,,599,book chapter,,"Steinmetz/Elias, Vgl"
tmp:gesis-ssoar-92187_ref-55_block-1375542,"Der Bundesminister für das Post-und Fernmeldewesen, Gutachten der Sachverständigen","Vgl, ",,Kommission,,,130,journal article,,
tmp:gesis-ssoar-92187_ref-56_block-1933592,Professor für Fernmeldetechnik an der Technischen Hochschule Aachen; Dr,"Helmut Ammon, Mitglieder; a.D., Ministerialdirektor; Aschoff, Dr Ing Volker",,,,,,,,
tmp:gesis-ssoar-92187_ref-57_block-1159646,"Ernst Fal- kenheim, Direktor; Karl Glaser",,,,,,,book,Direktor und Vorstandsmitglied der Maschinenfabrik Weingarten AG,
tmp:gesis-ssoar-92187_ref-58_block-1375543,Professor für Volkswirtschaftslehre an der Universität Marburg/Lahn; Dr,"Hamm, Dr Walter",,,,,,,,
tmp:gesis-ssoar-92187_ref-59_block-1375544,Moderne Rechenkünstler,"Petzold, Vgl",,"Leimbach, Die Geschichte der Softwarebranche in Deutschland",,,270-274,book chapter,,
sowiport:wzb-bib-96928,Telekommunikation in der Bundesrepublik,"Werle, Vgl",,,,,183,,,
tmp:gesis-ssoar-92187_ref-61_block-1719018,"Das elektronische Vermittlungssystem von Telefunken wurde 1967, trotz einer Versuchsinstallati- on, von der Bundespost zugunsten des EWS von Siemens abgelehnt",,,"Vgl. Scherer, Telekommunika- tionsrecht und Telekommunikationspolitik",,,290-293,book chapter,,
tmp:gesis-ssoar-92187_ref-62_block-1637541,183-184. AEG-Telefunken war seit 1968 allerdings über eine Beteiligung an »Telefonbau und Normalzeit,"Werle, Telekommunikation in der Bundes republik; S, ",,,,,,,,
doi:10.1109/mahc.2009.65,The AEG-Telefunken TR 440 Computer. Company and Large-Scale Computer Strategy,"Jessen, Vgl Eike; ; S, ",2010,IEEE Annals of the History of Computing,32,3,20-29,journal article,,
tmp:gesis-ssoar-92187_ref-64_block-1245950,,"Petzold, Rechnende Maschinen",,,,,468-473,,,
tmp:gesis-ssoar-92187_ref-65_block-1245951,,"Petzold, Moderne Rechenkünstler",,,,,274-276,,,
openalex:W3184328593,Die Entstehung der deutschen Computerindustrie,"Zellmer, ",,,,,250-262,,,
tmp:gesis-ssoar-92187_ref-67_block-1496071,Konrad Zuses Rechner im praktischen Einsatz,"Flessner, Vgl Hermann",2000,,,,159-192,book,Der Vater des Computers,"Alex, Jürgen; "
dnb:DE-599-DNB920883109-OCoLC-46145388-92-H07-2230,"Zellmer 1990, Die Entstehung der deutschen Computerindustrie","Vgl, ",,,,,262-276,,,
tmp:gesis-ssoar-92187_ref-69_block-1375545,Konrad Zuse -Persönlichkeit und Werdegang,"Mons, Wilhelm",2000,,,,15-60,book,Der Vater des Computers,"Alex, Jürgen; "
tmp:gesis-ssoar-92187_ref-70_block-1933593,,,2001,"Zur Geschichte der DEHOMAG siehe Petzold 1985, Rechnende Maschinen",,,197-228,book chapter,,
tmp:gesis-ssoar-92187_ref-71_block-1637542,IBM and its German Subsidiary,"Lars Heide, Between Parent and »Child«., ",1901,"European business, dictatorship, and political risk",,,149-173,book chapter,,"Hansen, Christopher Kobrak Per"
doi:10.1007/978-3-642-71123-7_10,Produktion im Wandel,"Müller, Vgl Gert",1986,Datentechnik im Wandel,,,217-244,book chapter,,"Proebster, Walter"
tmp:gesis-ssoar-92187_ref-73_block-1159647,Petzold 1985,"Vgl, ",,Rechnende Maschinen,,,442-443,journal article,,
tmp:gesis-ssoar-92187_ref-74_block-1496072,Oral History Interview mit Karl Ganzhorn,"Nebeker, Vgl Frederik",1994,,,,,,,
tmp:gesis-ssoar-92187_ref-75_block-1872421,"25, Regelung und Überwachung der naturwis- senschaftlichen Forschung","Kontrollrat, Siehe Alliierte; Nr, Kontrollratsgesetz",1946,,,,,,,
tmp:gesis-ssoar-92187_ref-76_block-2028404,"betrug der Marktanteil von IBM in Frankreich 54,9 Prozent, in Großbritannien 39,7 Prozent, in Westeuropa gesamt 54,4","Campbell-Kelly/Aspray, Vgl",1996,"In der Bundesrepublik kam IBM dagegen auf einen Marktanteil von 61,6",,,123-128,book chapter,Computer,
tmp:gesis-ssoar-92187_ref-77_block-1637543,"Prozent und damit fast auf ihren Wert in den USA (68,8 Prozent",,1978,Vgl. Rösner,,,61,journal article,,
dnb:DE-599-DNB943985536-OCoLC-722833456-95-G04-0013,Media and media policy in Germany,"Humphreys, Vgl",,,,,99-104,,,
tmp:gesis-ssoar-92187_ref-79_block-1375546,Entwicklung der Tages- presse,"Schütz, ",,Mediengeschichte der Bundesrepublik Deutschland,,,114-124,book chapter,,"Wilke, "
tmp:gesis-ssoar-92187_ref-80_block-1933594,Medien-Entschließung des außerordentlichen SPD-Parteitages vom 20,"S, ",1971,Medienkultur der 70er Jahre. Diskursgeschichte der Medien nach 1945,19,4,444-460,journal article,,"funk, Rund; Fernsehen, ; Otto, Irmela Schneider Christina Bartz Isabell; S, "
tmp:gesis-ssoar-92187_ref-81_block-2081365,"Rede vor dem Bundes- verband Deutscher Zeitungsverleger in Berlin, 3. September 1973","Ehmke, Horst; Möglichkeiten, ; Nachrichtentechnologien, Aufgaben",1974,"Politik als Herausforderung. Reden, Vorträge",,,137-152,book chapter,,"Ehmke, Horst"
tmp:gesis-ssoar-92187_ref-82_block-100805,,"Ebenda, ",,,,,143,,,
tmp:gesis-ssoar-92187_ref-83_block-100805,,"Ebenda, ",,,,,149,,,
tmp:gesis-ssoar-92187_ref-84_block-100805,,"Ebenda, ",,,,,151,,,
tmp:gesis-ssoar-92187_ref-85_block-1010458,,"KtK, Telekommunikationsbericht",,,,,10,,,
tmp:gesis-ssoar-92187_ref-86_block-1719019,,,,Vgl. die Liste der Feststellungen und Empfehlungen in ebenda,,,2-13,book chapter,,
tmp:gesis-ssoar-92187_ref-87_block-100805,,"Ebenda, ",,,,,101,,,
tmp:gesis-ssoar-92187_ref-88_block-1159648,"Zu den Interessen innerhalb der KtK und den Empfehlungen siehe auch: Mettler-Meibom, Breit- bandtechnologie",,,,,,221-248,book,Humphreys,
tmp:gesis-ssoar-92187_ref-89_block-1159649,Wettbewerb und Fernsehgerätehandel in der BRD und den USA,"Marktes. Preispolitik, ",1945,,,,75-87,,,
econbiz:10001415073,Vorstellungen der Bundesregierung zum weiteren Ausbau des technischen Kommunikationssystems,"Bundesregierung, ",,,,,342,,,
tmp:gesis-ssoar-92187_ref-91_block-951802,,"ebenda, Vgl",,,,,340-343,,,
tmp:gesis-ssoar-92187_ref-92_block-1933595,"des Staatsvertrags über die Regelung des Rundfunkgebührenwesens vom 05.12.1974, zitiert nach Hans J",,1982,"Kleinsteuber, Rundfunkpolitik in der Bundesrepublik. Der Kampf um die Macht über Hörfunk und Fernsehen",,,29,book chapter,,
tmp:gesis-ssoar-92187_ref-93_block-951805,Anlagenband 7,"KtK, Vgl",,,,,50-51,book,Organisation von Breitbandverteilnetzen,
tmp:gesis-ssoar-92187_ref-94_block-2028405,Schreiben der Bundesländer an den Bundespostminister vom 15.11.1976,"Vgl, ",1979,"Auszügen abge- druckt in: Axel Buchholz/Alexander Kulpok, Revolution auf dem Bildschirm",,,203-204,book chapter,,
tmp:gesis-ssoar-92187_ref-95_block-1933596,"Hilfsweise vertrat das Postministerium die Auffassung, dass Bildschirmtext aus technischen Grün- den nicht unter die Rundfunkdefinition der Länder fiel, da ein Computer die Informationen für die Teilnehmer nicht zeitgleich sendet, sondern nacheinander jeden Teilnehmer einzeln bedient",,1982,"Vgl. Detlev Müller-Using, Rechtsfragen des Bildschirmtextes",,,259-282,book chapter,,"Elias, Kurt Gscheidle Dietrich"
tmp:gesis-ssoar-92187_ref-96_block-1159650,Schreiben des Bundespostministers Kurt Gscheidle an den Chef der Staatskanzlei des Landes Reinland-Pfalz vom 07.01.1977,,,,,,,,,
tmp:gesis-ssoar-92187_ref-97_block-100805,,"Ebenda, ",,,,,,,,
tmp:gesis-ssoar-92187_ref-98_block-100805,,"Ebenda, ",,,,,,,,
tmp:gesis-ssoar-92187_ref-99_block-2028406,"zu den Ergebnissen der Studien: Renate Mayntz, Bildschirmtext im Feldversuch","Vgl, ",1984,Bürokommunikation/Office Communications. Ein Beitrag zur Produktivitätssteige- rung/Key to Improved Productivity. Vorträge des am 3./4. Mai 1983 in München abgehaltenen Kongresses,,,137-145,book chapter,,"Witte, Eberhard"
econbiz:10000073320,Akzeptanz und Nutzen sowie Wirkungen von Bildschirmtext,"Rother, Klaus Brepohl Hans Walter",1984,Die Begleituntersuchungen zu den Bildschirmtext- Feldversuchen in Kurzfassung,,,,book chapter,,
econbiz:10000080201,Akzeptanzforschung zu Bild- schirmtext,"Degenhardt, Werner",,"Methoden und Ergebnisse, München 1986; 1989, Technikentwicklung zwischen Politik und Markt",,,129-134,book chapter,,
tmp:gesis-ssoar-92187_ref-102_block-1637544,Protokoll der 32. Kabinettssitzung der 3. Regierung Schmidt/Genscher am 24,"Online, Siehe Kabinettsprotokolle",1981,,,,,,,
openalex:W574906740,Technikentwicklung zwischen Politik und Markt,"Schneider, Vgl",,,,,110,,,
tmp:gesis-ssoar-92187_ref-104_block-1496073,Entwicklungstendenzen im Bereich des Fernmeldewesens,"Elias, Vgl",,Jahrbuch der Deutschen Bundespost 1977,,,50-51,book chapter,,"Gscheidle Elias, "
tmp:gesis-ssoar-92187_ref-105_block-951802,,"ebenda, Vgl",,,,,,,,
openalex:W574906740,Technikentwicklung zwischen Politik und Markt,"Schneider, Vgl",,,,,135,,,
tmp:gesis-ssoar-92187_ref-107_block-1933597,Big Blue stattet Bildschirmtext-Zentralen mit 4300-Rechnern und Serie 1-Minis aus,"Biesel, Vgl Helga",,"Btx-Landschaft wird Teil der IBM-Welt, in: Computerwoche 49/1981; Schneider 1989, Technik- entwicklung zwischen Politik und Markt",,,115-119,book chapter,,
tmp:gesis-ssoar-92187_ref-108_block-1010459,"Dieter Eckbauer, Zeitzünder","Vgl, ",,,,,,,,
openalex:W2944262166,Technikentwicklung zwischen Politik und Markt,"Schneider, Vgl",1990,wurde außerdem der Anschluss von privaten Modems an das Telefonnetz,,,115-119,book chapter,,
tmp:gesis-ssoar-92187_ref-110_block-951802,,"ebenda, Vgl",,,,,,,,
tmp:gesis-ssoar-92187_ref-111_block-1159651,Btx-Ziel 1989 nicht erreicht,"Vgl, ",,,,,,,,
tmp:gesis-ssoar-92187_ref-112_block-1159652,Post korrigiert ihre ursprünglichen Annahmen,"Vgl, ",,,,,,,,
tmp:gesis-ssoar-92187_ref-113_block-1872422,"Helga Biesel, Software-Decoder von mbp hat FTZ-Zulassung","Vgl, ",1985,Computerwoche 01/1985,,,,book chapter,,
doi:10.1007/978-3-322-85114-7,Staat und technische Kommunikation,"Schneider, Vgl",,,,,152-153,,,
tmp:gesis-ssoar-92187_ref-115_block-1804491,"Stelios Tsaousidis, So einfach wie der PC","Vgl, ",,"Vier Btx-Software-Decoder im Vergleich, in: c ́t 06/1989",,,102-108,book chapter,,
doi:10.1007/978-3-476-05578-1,Geschichte des deutschen Fernsehens,"Hickethier/Hoff, Vgl",,,,,420,,,
tmp:gesis-ssoar-92187_ref-117_block-1159653,Technischer Kopfsprung,"Vgl, ",30,,,,50-52,book,DER SPIEGEL,
tmp:gesis-ssoar-92187_ref-118_block-2048768,,"Löwenthal, Sozusagen; in, D E R S P I E G E L",6,"Bösch, Politische Macht und gesellschaftliche Gestaltung",,,48-53,book chapter,,
tmp:gesis-ssoar-92187_ref-119_block-1804492,"In den ersten Konzepten für die Kabelpilotversuche der Länder waren anfänglich noch Rückkanäle und Dialogdienste wie bedarfsabhängige Videosignale (Video-on-Demand) und ein bildschirm- textartiger Kabeltext vorgesehen, mit Bildschirmtext gerieten die Dialogdienste in den Breitband- kabelnetzen aber immer mehr in den Hintergrund und fielen schließlich zugunsten eines schnel- len Netzausbaus weg",,,"Zu dem schrittweisen Wegfall von Dialogdiensten zugunsten von Pay-TV beim Berliner Kabelversuch siehe: Fred Grätz, Kabelprojekt Berlin. Metamorphose der Konzepte, in: Media Perspektiven 9/1985",,,669-676,book chapter,,
tmp:gesis-ssoar-92187_ref-120_block-2028407,,"Fernmeldenetz, Datenstationen",1967,"7121. Alle Zahlen aus Bohm, Stand und Entwicklung, in: Elias (Hg.), Telekommunikation",1968,403,559,journal article,,
tmp:gesis-ssoar-92187_ref-121_block-1719020,"Das Datexnetz, 4 Jahre nach seiner Einführung","Staudinger, Vgl",1971,Zeitschrift für das Post-und Fernmeldewesen,,,483-489,journal article,,
dnb:DE-599-ZDB134359-2-OCoLC-224459056-95-A18-1411,Jahrbuch der Deutschen Bundespost 1978,,1979,,,,172-228,,,"Elias, "
tmp:gesis-ssoar-92187_ref-123_block-951802,,"ebenda, Vgl",,,,,178,,,
sowiport:wzb-bib-183273,Anlagenband 4,"KtK, Vgl",1976,Neue Telekommu- nikationsformen in bestehenden Netzen,,,83-90,book chapter,,
econbiz:10001415073,Vorstellungen der Bundesregierung zum weiteren Ausbau des technischen Kommunikations- systems,"Vgl, ",,,,,336-338,,,
tmp:gesis-ssoar-92187_ref-126_block-1804493,"Als Vertreter der Anwenderinteressen hatte die Bundespost den DIHT, den Ausschuss für wirt- schaftliche Verwaltung in Wirtschaft und öffentlicher Hand sowie die Bundesstelle für Büroor- ganisation und Bürotechnik des Bundesverwaltungsamts eingeladen",,,"Die potenziellen Herstel- ler und Lieferanten von Faxgeräten wurden vom ZVEI, VDMA und dem »Bundesverband der Büromaschinen-Import und Vertriebsunternehmen« vertreten. Vgl. Scherer, Telekommunikati- onsrecht und Telekommunikationspolitik",,,381,book chapter,,
tmp:gesis-ssoar-92187_ref-127_block-1159654,Hoflieferanten gesucht,"Vgl, ",26,,,,84-86,book,DER SPIEGEL,
doi:10.5282/ubm/epub.10495,Der Telefaxdienst der Deutschen Bundespost,"Bohm, Vgl; ",1978,Jahrbuch der Deutschen Bundespost,,,182-197,book chapter,,"Gscheidle Elias, "
tmp:gesis-ssoar-92187_ref-129_block-1496074,"der sich mit der Post anlegt, TV-Dokumentation von Wolfgang Kor- ruhn in der Sendereihe Kraftproben","Jochimsen, Ulrich; Mann, ",,,,,,,,
tmp:gesis-ssoar-92187_ref-130_block-1496075,Regeln für Aufsteiger,"Jochimsen, Vgl Ulrich",,Der Aufstieg. Ansporn für Vorwärtsstrebende 6/1974,,,9-14,book chapter,,
tmp:gesis-ssoar-92187_ref-131_block-1496076,,"KtK, Vgl",1976,,,,143,,,
tmp:gesis-ssoar-92187_ref-132_block-1804494,"Dass die Bundespost eine Wiederholung der Sendung verhinderte, schien zum Bild des mächti- gen Monopolisten zu passen. Nach der Veröffentlichung zeigte sich die Bundespost unzufrieden über die Aussage der Episode und forderte für den Fall einer erneuten Ausstrahlung das Recht zur Gegendarstellung",,,"Dass der WDR daraufhin auf eine weitere Aussendung verzichtete, wurde in den darauffolgenden Monaten von der CDU politisch ausgenutzt, in dem sie sowohl dem WDR als auch der Bundespost eine politische Einflussnahme auf die Berichterstattung des Rundfunks vorwarf. Vgl. Stenographischer Bericht des Bundestages 8/159, S. 12708; WDR. Wände wackeln, in: DER SPIEGEL 4/1980",,,156-159,book chapter,,
tmp:gesis-ssoar-92187_ref-133_block-2060838,"Russell haben 2004 und 2011 mit Charles Bachman ausführliche Oral-History-Interviews über seine Karriere und sein Mitwirken an dem OSI-Referenzmodell ge- führt, deren Transkripte online verfügbar","Haigh, Thomas; L, Andrew",2004,"ACM Oral History Interviews, Interview",,2,,journal article,"Thomas Haigh, Oral History Interview mit Charles Bachmann",
tmp:gesis-ssoar-92187_ref-134_block-1496077,Oral-History Interview mit Charles Bachman,"Russell, Andrew",2021,,,,,book,IEEE History Center,
tmp:gesis-ssoar-92187_ref-135_block-1933598,"Theodor Irmer, ISDN-Standardisierung im CCITT","Vgl, ",1987,ISDN: viele Kommu- nikationsdienste in einem System,,,60-72,book chapter,,"Arnold, Franz"
dnb:DE-599-DNB850602491-OCoLC-720919254-85-A50-0696,Telekommunikationsrecht und Telekommunikationspolitik,"Scherer, Vgl",,,,,306,,,
dnb:DE-599-DNB551025549-OCoLC-74711608,Die künftige Entwicklung der öffentlichen Fernmeldenetze in der Bundesrepu- blik Deutschland und ihre Auswirkungen auf den Benutzer,"Arnold, Vgl Franz",1984,,,,88,,,
tmp:gesis-ssoar-92187_ref-138_block-1375547,"Dieter Piel, Bonner Kulisse","Vgl, ",52,,,,,book,DIE ZEIT,
tmp:gesis-ssoar-92187_ref-139_block-1159655,Die künftige Entwicklung der öffentlichen Fernmeldenetze,"Arnold, ",,,,,30,,,
doi:10.1515/zug-2006-0206,Digitalisierung der Telekommunikation,,2006,Historische Diskursanalysen. Ge- nealogie,,,223-237,book chapter,,"Eder, Franz"
tmp:gesis-ssoar-92187_ref-141_block-1010460,Pfade in die Informa- tionsgesellschaft,"Steinbicker, ",,,,,216-255,,,
tmp:gesis-ssoar-92187_ref-142_block-1982032,"Die Eroberung eines Politikfeldes. Die Europäische Ge- meinschaft in der Telekommunikationspolitik, in: Jahrbuch zur Staats-und Verwaltungswissen- schaft 3","Schneider, Vgl Raymund Werle Volker",1989,"Michalis 2007, Governing European Communications",,,247-272,book chapter,,"S, "
tmp:gesis-ssoar-92187_ref-143_block-1637545,"Europäische Kommission, Die europäische Gesellschaft und die neuen Informationstechno- logien. Eine Antwort der Gemeinschaft","Vgl, ",1979,,,,5,,,
tmp:gesis-ssoar-92187_ref-144_block-100805,,"Ebenda, ",,,,,,,,
tmp:gesis-ssoar-92187_ref-145_block-951802,,"ebenda, Vgl",,,,,,,,
tmp:gesis-ssoar-92187_ref-146_block-1872423,Privatisierung und Libera- lisierung im Post-und Telekommunikationssektor,"S. 26-31. Außerdem Kurt van Haaren, Das Jahrzehnt der Deregulierung, ",1999,Post und Tele- kommunikation. Eine Bilanz nach zehn Jahren Reform,,,185-197,book chapter,,"Büchner, Lutz Michael"
sowiport:gesis-solis-00176724,Transformation der Telekommunikation,"Schneider, Vgl",,,,,246,,,
tmp:gesis-ssoar-92187_ref-148_block-1159656,"Zu den Details des Gesetzgebungsverfahrens siehe: Grande, Vom Monopol zum Wettbewerb?",,,,,,224-238,,,
